Event_ID,Transport_ID,Vehicle_Type,Route_Type,Status,Estimated_Transit_Days,Event_Type,Event_Date
TRN-00213,ZONE-4::RACK-5::795::GJ18X9809::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00214,ZONE-2::RACK-7::384::GJ06X1200::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00215,ZONE-4::RACK-5::285::GJ13X1303::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00216,ZONE-4::RACK-6::285::GJ28X6836::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00217,ZONE-4::RACK-6::285::GJ10X5068::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00218,ZONE-4::RACK-6::285::GJ10X2304::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00219,ZONE-4::RACK-6::285::GJ14X5845::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00220,ZONE-4::RACK-6::795::GJ17X3593::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00221,ZONE-4::RACK-7::285::GJ15X5149::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00222,ZONE-4::RACK-7::285::GJ08X8689::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00223,ZONE-3::RACK-4::854::GJ17X5492::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00224,ZONE-3::RACK-4::854::GJ09X8395::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00225,ZONE-4::RACK-7::185::GJ11X9180::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00226,ZONE-2::RACK-7::384::GJ16X6108::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00227,ZONE-2::RACK-7::384::GJ15X2279::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00228,ZONE-2::RACK-7::384::GJ30X3926::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00229,ZONE-2::RACK-8::384::GJ27X6555::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00230,ZONE-1::RACK-9::789::GJ08X1229::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00231,ZONE-4::RACK-7::185::GJ24X1949::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00232,ZONE-3::RACK-5::854::GJ28X7060::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00233,ZONE-4::RACK-7::185::GJ25X5218::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00234,ZONE-1::RACK-9::295::GJ15X1880::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00235,ZONE-2::RACK-8::384::GJ04X2060::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00236,ZONE-1::RACK-9::789::GJ11X5333::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00237,ZONE-4::RACK-8::285::GJ30X2401::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00238,ZONE-1::RACK-9::789::GJ12X6087::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00239,ZONE-4::RACK-8::285::GJ11X5102::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00240,ZONE-1::RACK-10::295::GJ14X3727::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00241,ZONE-1::RACK-10::295::GJ04X5804::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00242,ZONE-4::RACK-8::795::GJ28X7704::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-00243,ZONE-1::RACK-10::295::GJ14X3279::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00244,ZONE-3::RACK-5::854::GJ06X8468::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00245,ZONE-4::RACK-8::434::GJ23X1668::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00246,ZONE-4::RACK-8::285::GJ30X9209::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00247,ZONE-4::RACK-9::434::GJ15X3297::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00248,ZONE-4::RACK-9::285::GJ26X5488::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00249,ZONE-2::RACK-8::384::GJ17X1851::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00250,ZONE-1::RACK-10::789::GJ18X7432::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00251,ZONE-1::RACK-10::789::GJ15X2791::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00252,ZONE-4::RACK-9::434::GJ27X3027::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00253,ZONE-4::RACK-9::795::GJ22X4867::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00254,ZONE-4::RACK-9::795::GJ10X3428::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00255,ZONE-4::RACK-10::185::GJ06X2813::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00256,ZONE-4::RACK-10::185::GJ23X1598::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00257,ZONE-4::RACK-10::795::GJ30X6638::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00258,ZONE-4::RACK-10::285::GJ23X2866::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00259,ZONE-4::RACK-10::434::GJ25X3449::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00260,ZONE-1::RACK-1::789::GJ27X4504::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-00261,ZONE-4::RACK-1::795::GJ27X3348::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00262,ZONE-4::RACK-1::285::GJ24X8239::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00263,ZONE-4::RACK-1::434::GJ07X6453::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00264,ZONE-4::RACK-1::185::GJ30X8944::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00265,ZONE-1::RACK-1::295::GJ06X5907::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00266,ZONE-1::RACK-1::295::GJ25X9157::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00267,ZONE-4::RACK-1::795::GJ27X9811::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00268,ZONE-1::RACK-1::295::GJ29X9603::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00269,ZONE-4::RACK-2::795::GJ17X4217::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00270,ZONE-1::RACK-1::789::GJ01X5402::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00271,ZONE-4::RACK-2::795::GJ09X4010::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00272,ZONE-4::RACK-2::795::GJ04X2061::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00273,ZONE-4::RACK-2::285::GJ15X4723::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00274,ZONE-4::RACK-2::185::GJ03X4858::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00275,ZONE-4::RACK-3::185::GJ02X6383::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00276,ZONE-4::RACK-3::795::GJ03X7424::General,General,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-00277,ZONE-1::RACK-2::789::GJ18X3994::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00278,ZONE-2::RACK-8::384::GJ23X8514::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00279,ZONE-4::RACK-3::434::GJ27X8741::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00280,ZONE-4::RACK-3::795::GJ03X9079::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00281,ZONE-3::RACK-5::854::GJ15X6806::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00282,ZONE-2::RACK-8::384::GJ28X9659::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00283,ZONE-2::RACK-9::384::GJ06X1549::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00284,ZONE-2::RACK-9::384::GJ23X4559::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00285,ZONE-4::RACK-3::795::GJ07X1011::General,General,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00286,ZONE-3::RACK-5::854::GJ11X9080::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00287,ZONE-2::RACK-9::384::GJ12X2891::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00288,ZONE-4::RACK-4::285::GJ14X1705::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00289,ZONE-3::RACK-5::854::GJ07X1921::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00290,ZONE-1::RACK-2::295::GJ04X2021::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00291,ZONE-3::RACK-6::854::GJ05X5064::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00292,ZONE-4::RACK-4::185::GJ27X7409::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00293,ZONE-4::RACK-4::795::GJ23X8925::General,General,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00294,ZONE-1::RACK-2::295::GJ01X2039::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00295,ZONE-2::RACK-9::384::GJ23X5793::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00296,ZONE-2::RACK-9::384::GJ26X6532::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00297,ZONE-1::RACK-2::295::GJ28X5690::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00298,ZONE-4::RACK-4::795::GJ01X1085::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00299,ZONE-4::RACK-4::795::GJ11X7822::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00300,ZONE-4::RACK-5::185::GJ12X5063::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00301,ZONE-1::RACK-2::789::GJ23X5185::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00302,ZONE-2::RACK-10::384::GJ21X8382::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00303,ZONE-3::RACK-6::854::GJ27X2754::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00304,ZONE-4::RACK-5::285::GJ23X5465::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00305,ZONE-4::RACK-5::434::GJ09X7005::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00306,ZONE-2::RACK-10::384::GJ23X7398::Specialised,Specialised,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-00307,ZONE-1::RACK-3::295::GJ21X7971::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00308,ZONE-2::RACK-10::384::GJ30X6044::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00309,ZONE-1::RACK-3::789::GJ09X1112::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00310,ZONE-1::RACK-3::789::GJ03X5014::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00311,ZONE-4::RACK-5::795::GJ21X9440::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00312,ZONE-4::RACK-5::434::GJ19X5713::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00313,ZONE-1::RACK-3::295::GJ04X6241::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00314,ZONE-4::RACK-6::285::GJ17X8039::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00315,ZONE-3::RACK-6::854::GJ14X1053::Specialised,Specialised,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00316,ZONE-2::RACK-10::384::GJ03X3136::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00317,ZONE-1::RACK-3::295::GJ14X7289::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00318,ZONE-3::RACK-6::854::GJ01X7726::Specialised,Specialised,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00319,ZONE-4::RACK-6::434::GJ07X3009::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00320,ZONE-4::RACK-6::434::GJ01X4053::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00321,ZONE-2::RACK-10::384::GJ08X2709::Specialised,Specialised,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00322,ZONE-1::RACK-4::789::GJ20X8820::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00323,ZONE-4::RACK-6::795::GJ01X2097::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00324,ZONE-4::RACK-6::434::GJ22X1394::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00325,ZONE-4::RACK-7::185::GJ24X9408::General,General,InterState,Scheduled,15,Transport Scheduled,2025-07-03
TRN-00326,ZONE-4::RACK-7::434::GJ06X6051::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00327,ZONE-2::RACK-1::384::GJ08X4506::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00328,ZONE-4::RACK-7::795::GJ15X4430::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00329,ZONE-4::RACK-7::185::GJ24X3685::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00330,ZONE-2::RACK-1::384::GJ16X5496::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00331,ZONE-1::RACK-4::295::GJ07X8970::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00332,ZONE-3::RACK-6::854::GJ10X4612::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00333,ZONE-4::RACK-7::185::GJ01X9269::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00334,ZONE-4::RACK-8::795::GJ17X7384::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00335,ZONE-4::RACK-8::434::GJ20X7043::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00336,ZONE-4::RACK-8::285::GJ21X5017::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00337,ZONE-4::RACK-8::185::GJ02X4245::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00338,ZONE-4::RACK-8::285::GJ18X2499::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00339,ZONE-3::RACK-7::854::GJ23X1698::Specialised,Specialised,InterState,Scheduled,11,Transport Scheduled,2025-07-03
TRN-00340,ZONE-3::RACK-7::854::GJ12X3425::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00341,ZONE-4::RACK-9::185::GJ30X2371::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00342,ZONE-3::RACK-7::854::GJ10X3256::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00343,ZONE-4::RACK-9::434::GJ05X8172::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00344,ZONE-4::RACK-9::434::GJ27X4558::General,General,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00345,ZONE-2::RACK-1::384::GJ26X4353::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00346,ZONE-3::RACK-7::854::GJ13X2230::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00347,ZONE-2::RACK-1::384::GJ13X8172::Specialised,Specialised,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00348,ZONE-4::RACK-9::795::GJ13X7840::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00349,ZONE-1::RACK-4::295::GJ09X3787::Specialised,Specialised,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00350,ZONE-4::RACK-9::795::GJ12X5328::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00351,ZONE-2::RACK-1::384::GJ07X3648::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00352,ZONE-4::RACK-10::285::GJ08X3513::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00353,ZONE-1::RACK-4::789::GJ14X9412::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00354,ZONE-4::RACK-10::185::GJ11X2202::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00355,ZONE-2::RACK-2::384::GJ19X6467::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00356,ZONE-1::RACK-4::295::GJ30X6985::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00357,ZONE-1::RACK-5::789::GJ11X1934::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00358,ZONE-1::RACK-5::789::GJ28X8907::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00359,ZONE-2::RACK-2::384::GJ29X6793::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00360,ZONE-4::RACK-10::434::GJ05X6194::General,General,Intercity,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00361,ZONE-4::RACK-10::434::GJ11X8049::General,General,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00362,ZONE-4::RACK-10::434::GJ24X6673::General,General,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00363,ZONE-1::RACK-5::789::GJ05X5328::Specialised,Specialised,InterState,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00364,ZONE-4::RACK-1::795::GJ13X6948::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00365,ZONE-4::RACK-1::795::GJ22X7532::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00366,ZONE-2::RACK-2::384::GJ14X8855::Specialised,Specialised,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00367,ZONE-4::RACK-1::185::GJ29X6133::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00368,ZONE-4::RACK-1::185::GJ13X9573::General,General,Intercity,Scheduled,4,Transport Scheduled,2025-07-03
TRN-00369,ZONE-4::RACK-1::285::GJ11X9382::General,General,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00370,ZONE-4::RACK-2::795::GJ15X2258::General,General,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00371,ZONE-1::RACK-5::295::GJ14X5369::Specialised,Specialised,Intercity,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00372,ZONE-4::RACK-2::795::GJ30X4177::General,General,InterState,Scheduled,10,Transport Scheduled,2025-07-03
TRN-00373,ZONE-3::RACK-7::854::GJ26X3703::Specialised,Specialised,Intercity,Scheduled,2,Transport Scheduled,2025-07-03
TRN-00374,ZONE-2::RACK-2::384::GJ27X7102::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00375,ZONE-3::RACK-8::854::GJ15X4384::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00376,ZONE-4::RACK-2::434::GJ21X7008::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00377,ZONE-4::RACK-2::185::GJ05X6015::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00378,ZONE-3::RACK-8::854::GJ01X1573::Specialised,Specialised,InterState,Scheduled,14,Transport Scheduled,2025-07-03
TRN-00379,ZONE-2::RACK-2::384::GJ16X7961::Specialised,Specialised,InterState,Scheduled,5,Transport Scheduled,2025-07-03
TRN-00380,ZONE-3::RACK-8::854::GJ25X9719::Specialised,Specialised,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00381,ZONE-4::RACK-2::434::GJ05X6667::General,General,InterState,Scheduled,12,Transport Scheduled,2025-07-03
TRN-00382,ZONE-4::RACK-3::795::GJ30X4471::General,General,InterState,Scheduled,8,Transport Scheduled,2025-07-03
TRN-00383,ZONE-3::RACK-8::854::GJ06X9871::Specialised,Specialised,Intercity,Scheduled,7,Transport Scheduled,2025-07-03
TRN-00384,ZONE-4::RACK-3::285::GJ14X8889::General,General,InterState,Scheduled,6,Transport Scheduled,2025-07-03
TRN-00385,ZONE-1::RACK-5::789::GJ17X8304::Specialised,Specialised,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00386,ZONE-4::RACK-3::185::GJ16X7539::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
TRN-00387,ZONE-4::RACK-3::185::GJ10X5561::General,General,InterState,Scheduled,9,Transport Scheduled,2025-07-03
TRN-00388,ZONE-2::RACK-3::384::GJ17X2836::Specialised,Specialised,Intercity,Scheduled,3,Transport Scheduled,2025-07-03
TRN-00389,ZONE-4::RACK-3::434::GJ26X7609::General,General,InterState,Scheduled,13,Transport Scheduled,2025-07-03
