Event_ID,Assignment_ID,Product_ID,Transport_ID,Dispatch_Window,Delivery_Window,Urgent_Flag,Event_Type,Event_Date
ASN-00131,ZONE-1::RACK-6::295::GJ20X8820,ANT-1131-B48-295,ZONE-1::RACK-4::295::GJ20X8820::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-00132,ZONE-1::RACK-6::789::GJ11X1934,ANT-1132-B36-789,ZONE-1::RACK-3::789::GJ11X1934::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00133,ZONE-4::RACK-5::285::GJ17X8039,VIT-1133-B99-285,ZONE-4::RACK-5::285::GJ17X8039::General,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00134,ZONE-3::RACK-2::854::GJ14X1705,TOP-1135-B83-854,ZONE-3::RACK-2::854::GJ14X1705::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00135,ZONE-4::RACK-5::185::GJ10X2304,DIG-1136-B31-185,ZONE-4::RACK-3::185::GJ10X2304::General,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-00136,ZONE-1::RACK-6::789::GJ21X8382,ANT-1137-B85-789,ZONE-1::RACK-6::789::GJ21X8382::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00137,ZONE-4::RACK-6::795::GJ15X2279,DEW-1138-B28-795,ZONE-4::RACK-5::795::GJ15X2279::General,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00138,ZONE-4::RACK-6::795::GJ12X3425,DEW-1139-B95-795,ZONE-4::RACK-9::795::GJ12X3425::General,2025-07-04,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00139,ZONE-4::RACK-6::285::GJ04X1613,VIT-1140-B91-285,ZONE-4::RACK-10::285::GJ04X1613::General,2025-07-04,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00140,ZONE-3::RACK-2::854::GJ04X2061,TOP-1141-B54-854,ZONE-3::RACK-3::854::GJ04X2061::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-30 14:19:16.863742
ASN-00141,ZONE-4::RACK-6::285::GJ28X9659,VIT-1142-B41-285,ZONE-4::RACK-10::285::GJ28X9659::General,2025-07-03,2025-07-06,0,Assigned,2025-06-25 14:19:16.863742
ASN-00142,ZONE-4::RACK-6::285::GJ09X1112,VIT-1143-B77-285,ZONE-4::RACK-4::285::GJ09X1112::General,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-00143,ZONE-4::RACK-7::185::GJ07X3648,DIG-1144-B87-185,ZONE-4::RACK-9::185::GJ07X3648::General,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00144,ZONE-4::RACK-7::285::GJ27X8741,VIT-1145-B35-285,ZONE-4::RACK-2::285::GJ27X8741::General,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-00145,ZONE-3::RACK-3::854::GJ09X1112,TOP-1146-B44-854,ZONE-3::RACK-9::854::GJ09X1112::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-00146,ZONE-3::RACK-3::854::GJ16X7539,TOP-1147-B39-854,ZONE-3::RACK-4::854::GJ16X7539::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00147,ZONE-4::RACK-7::285::GJ03X5022,VIT-1148-B66-285,ZONE-4::RACK-4::285::GJ03X5022::General,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00148,ZONE-4::RACK-7::185::GJ23X7398,DIG-1149-B57-185,ZONE-4::RACK-3::185::GJ23X7398::General,2025-07-04,2025-07-07,0,Assigned,2025-06-26 14:19:16.863742
ASN-00149,ZONE-4::RACK-7::795::GJ13X2230,DEW-1150-B89-795,ZONE-4::RACK-4::795::GJ13X2230::General,2025-07-05,2025-07-08,0,Assigned,2025-06-26 14:19:16.863742
ASN-00150,ZONE-2::RACK-5::384::GJ09X8395,IMM-1151-B76-384,ZONE-2::RACK-7::384::GJ09X8395::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-00151,ZONE-2::RACK-6::384::GJ26X6532,IMM-1152-B47-384,ZONE-2::RACK-8::384::GJ26X6532::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00152,ZONE-4::RACK-8::434::GJ14X8889,SUP-1153-B34-434,ZONE-4::RACK-2::434::GJ14X8889::General,2025-07-03,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-00153,ZONE-4::RACK-8::185::GJ15X4430,DIG-1154-B29-185,ZONE-4::RACK-4::185::GJ15X4430::General,2025-07-03,2025-07-05,1,Assigned,2025-06-25 14:19:16.863742
ASN-00154,ZONE-3::RACK-3::854::GJ15X4384,TOP-1155-B43-854,ZONE-3::RACK-4::854::GJ15X4384::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-00155,ZONE-4::RACK-8::185::GJ24X1949,DIG-1156-B51-185,ZONE-4::RACK-3::185::GJ24X1949::General,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00156,ZONE-4::RACK-8::285::GJ16X7539,VIT-1157-B96-285,ZONE-4::RACK-3::285::GJ16X7539::General,2025-07-05,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-00157,ZONE-1::RACK-7::295::GJ11X7822,ANT-1158-B48-295,ZONE-1::RACK-9::295::GJ11X7822::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00158,ZONE-4::RACK-8::795::GJ03X9079,DEW-1159-B80-795,ZONE-4::RACK-3::795::GJ03X9079::General,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00159,ZONE-1::RACK-7::295::GJ15X3297,ANT-1160-B12-295,ZONE-1::RACK-7::295::GJ15X3297::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-30 14:19:16.863742
ASN-00160,ZONE-4::RACK-9::795::GJ11X9080,DEW-1161-B12-795,ZONE-4::RACK-8::795::GJ11X9080::General,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-00161,ZONE-2::RACK-6::384::GJ03X5022,IMM-1162-B41-384,ZONE-2::RACK-6::384::GJ03X5022::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00162,ZONE-4::RACK-9::795::GJ16X6108,DEW-1163-B50-795,ZONE-4::RACK-2::795::GJ16X6108::General,2025-07-04,2025-07-08,0,Assigned,2025-06-26 14:19:16.863742
ASN-00163,ZONE-4::RACK-9::795::GJ17X8304,DEW-1164-B84-795,ZONE-4::RACK-2::795::GJ17X8304::General,2025-07-03,2025-07-05,0,Assigned,2025-06-28 14:19:16.863742
ASN-00164,ZONE-2::RACK-6::384::GJ06X5907,IMM-1165-B10-384,ZONE-2::RACK-4::384::GJ06X5907::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-28 14:19:16.863742
ASN-00165,ZONE-4::RACK-9::285::GJ16X6108,VIT-1166-B12-285,ZONE-4::RACK-1::285::GJ16X6108::General,2025-07-05,2025-07-08,0,Assigned,2025-06-24 14:19:16.863742
ASN-00166,ZONE-4::RACK-9::795::GJ23X1598,DEW-1167-B14-795,ZONE-4::RACK-8::795::GJ23X1598::General,2025-07-03,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-00167,ZONE-1::RACK-7::295::GJ06X5907,ANT-1168-B28-295,ZONE-1::RACK-10::295::GJ06X5907::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-00168,ZONE-4::RACK-10::185::GJ23X5185,DIG-1169-B40-185,ZONE-1::RACK-3::295::GJ23X5185::Specialised,2025-07-03,2025-07-05,0,Assigned,2025-06-28 14:19:16.863742
ASN-00169,ZONE-4::RACK-10::285::GJ06X8468,VIT-1170-B18-285,ZONE-4::RACK-7::285::GJ06X8468::General,2025-07-04,2025-07-07,0,Assigned,2025-06-26 14:19:16.863742
ASN-00170,ZONE-4::RACK-10::285::GJ15X3465,VIT-1171-B66-285,ZONE-4::RACK-4::285::GJ15X3465::General,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-00171,ZONE-1::RACK-7::789::GJ13X2230,ANT-1172-B25-789,ZONE-1::RACK-9::789::GJ13X2230::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-00172,ZONE-4::RACK-10::795::GJ07X6453,DEW-1173-B47-795,ZONE-4::RACK-6::795::GJ07X6453::General,2025-07-05,2025-07-09,0,Assigned,2025-07-01 14:19:16.863742
ASN-00173,ZONE-1::RACK-7::789::GJ23X7398,ANT-1174-B28-789,ZONE-1::RACK-9::789::GJ23X7398::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00174,ZONE-3::RACK-3::854::GJ21X9440,TOP-1175-B69-854,ZONE-3::RACK-7::854::GJ21X9440::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00175,ZONE-1::RACK-8::295::GJ25X9157,ANT-1176-B36-295,ZONE-1::RACK-1::295::GJ25X9157::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-30 14:19:16.863742
ASN-00176,ZONE-4::RACK-10::285::GJ29X9603,VIT-1177-B51-285,ZONE-4::RACK-8::285::GJ29X9603::General,2025-07-03,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-00177,ZONE-4::RACK-1::285::GJ27X4732,VIT-1178-B91-285,ZONE-4::RACK-3::285::GJ27X4732::General,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-00178,ZONE-2::RACK-6::384::GJ17X8039,IMM-1179-B72-384,ZONE-2::RACK-8::384::GJ17X8039::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-00179,ZONE-4::RACK-1::185::GJ25X9157,DIG-1180-B30-185,ZONE-4::RACK-8::185::GJ25X9157::General,2025-07-03,2025-07-05,1,Assigned,2025-06-30 14:19:16.863742
ASN-00180,ZONE-4::RACK-1::434::GJ10X3428,SUP-1181-B24-434,ZONE-4::RACK-9::434::GJ10X3428::General,2025-07-05,2025-07-07,0,Assigned,2025-06-30 14:19:16.863742
ASN-00181,ZONE-3::RACK-3::854::GJ13X7840,TOP-1182-B91-854,ZONE-3::RACK-3::854::GJ13X7840::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00182,ZONE-1::RACK-8::295::GJ03X4067,ANT-1183-B78-295,ZONE-1::RACK-5::295::GJ03X4067::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-30 14:19:16.863742
ASN-00183,ZONE-3::RACK-4::854::GJ15X2258,TOP-1184-B46-854,ZONE-3::RACK-3::854::GJ15X2258::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00184,ZONE-4::RACK-1::795::GJ15X4430,DEW-1185-B90-795,ZONE-4::RACK-3::795::GJ15X4430::General,2025-07-05,2025-07-08,0,Assigned,2025-06-26 14:19:16.863742
ASN-00185,ZONE-4::RACK-1::795::GJ30X8944,DEW-1186-B57-795,ZONE-4::RACK-10::795::GJ30X8944::General,2025-07-05,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00186,ZONE-2::RACK-6::384::GJ25X9719,IMM-1187-B20-384,ZONE-2::RACK-5::384::GJ25X9719::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-28 14:19:16.863742
ASN-00187,ZONE-2::RACK-7::384::GJ05X2776,IMM-1188-B54-384,ZONE-2::RACK-5::384::GJ05X2776::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00188,ZONE-4::RACK-2::795::GJ26X3703,DEW-1189-B52-795,ZONE-4::RACK-4::795::GJ26X3703::General,2025-07-05,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-00189,ZONE-1::RACK-8::295::GJ21X5017,ANT-1190-B75-295,ZONE-1::RACK-3::295::GJ21X5017::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-00190,ZONE-1::RACK-8::789::GJ11X9382,ANT-1191-B13-789,ZONE-1::RACK-4::789::GJ11X9382::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00191,ZONE-4::RACK-2::185::GJ10X3428,DIG-1192-B86-185,ZONE-4::RACK-3::185::GJ10X3428::General,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00192,ZONE-1::RACK-8::295::GJ24X8239,ANT-1193-B54-295,ZONE-1::RACK-9::295::GJ24X8239::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-00193,ZONE-4::RACK-2::434::GJ16X5358,SUP-1194-B37-434,ZONE-4::RACK-3::434::GJ16X5358::General,2025-07-05,2025-07-09,0,Assigned,2025-06-24 14:19:16.863742
ASN-00194,ZONE-4::RACK-2::185::GJ11X5333,DIG-1195-B51-185,ZONE-4::RACK-7::185::GJ11X5333::General,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-00195,ZONE-1::RACK-9::295::GJ21X8382,ANT-1196-B20-295,ZONE-1::RACK-10::295::GJ21X8382::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00196,ZONE-4::RACK-2::795::GJ16X6108,DEW-1197-B65-795,ZONE-4::RACK-2::795::GJ16X6108::General,2025-07-04,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-00197,ZONE-4::RACK-3::434::GJ23X5793,SUP-1198-B11-434,ZONE-4::RACK-2::434::GJ23X5793::General,2025-07-05,2025-07-09,1,Assigned,2025-06-28 14:19:16.863742
ASN-00198,ZONE-3::RACK-4::854::GJ03X9079,TOP-1199-B87-854,ZONE-3::RACK-10::854::GJ03X9079::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00199,ZONE-4::RACK-3::795::GJ13X7840,DEW-1200-B97-795,ZONE-4::RACK-9::795::GJ13X7840::General,2025-07-04,2025-07-08,0,Assigned,2025-07-01 14:19:16.863742
ASN-00200,ZONE-4::RACK-3::434::GJ25X9157,SUP-1201-B25-434,ZONE-4::RACK-8::434::GJ25X9157::General,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00201,ZONE-4::RACK-3::285::GJ13X6948,VIT-1202-B11-285,ZONE-4::RACK-1::285::GJ13X6948::General,2025-07-05,2025-07-09,1,Assigned,2025-06-28 14:19:16.863742
ASN-00202,ZONE-4::RACK-3::185::GJ07X8970,DIG-1203-B81-185,ZONE-4::RACK-1::185::GJ07X8970::General,2025-07-03,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-00203,ZONE-4::RACK-4::185::GJ22X1394,DIG-1204-B57-185,ZONE-4::RACK-9::185::GJ22X1394::General,2025-07-03,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-00204,ZONE-4::RACK-4::795::GJ03X4858,DEW-1205-B28-795,ZONE-4::RACK-6::795::GJ03X4858::General,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00205,ZONE-3::RACK-4::854::GJ09X3787,TOP-1206-B42-854,ZONE-3::RACK-5::854::GJ09X3787::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-00206,ZONE-4::RACK-4::434::GJ23X5793,SUP-1207-B56-434,ZONE-4::RACK-4::434::GJ23X5793::General,2025-07-03,2025-07-06,0,Assigned,2025-06-26 14:19:16.863742
ASN-00207,ZONE-4::RACK-4::434::GJ05X5064,SUP-1208-B34-434,ZONE-4::RACK-9::434::GJ05X5064::General,2025-07-04,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-00208,ZONE-4::RACK-4::795::GJ26X6532,DEW-1209-B15-795,ZONE-4::RACK-5::795::GJ26X6532::General,2025-07-04,2025-07-07,0,Assigned,2025-06-30 14:19:16.863742
ASN-00209,ZONE-4::RACK-5::285::GJ30X2401,VIT-1210-B69-285,ZONE-4::RACK-9::285::GJ30X2401::General,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-00210,ZONE-4::RACK-5::185::GJ10X3256,DIG-1211-B51-185,ZONE-4::RACK-3::185::GJ10X3256::General,2025-07-05,2025-07-08,0,Assigned,2025-06-23 14:19:16.863742
ASN-00211,ZONE-4::RACK-5::285::GJ24X6532,VIT-1212-B35-285,ZONE-4::RACK-3::285::GJ24X6532::General,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-00212,ZONE-4::RACK-5::795::GJ16X6108,DEW-1213-B45-795,ZONE-4::RACK-4::795::GJ16X6108::General,2025-07-05,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-00213,ZONE-2::RACK-7::384::GJ16X7961,IMM-1214-B55-384,ZONE-2::RACK-6::384::GJ16X7961::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-00214,ZONE-4::RACK-5::285::GJ23X1668,VIT-1215-B71-285,ZONE-4::RACK-8::285::GJ23X1668::General,2025-07-04,2025-07-07,0,Assigned,2025-06-27 14:19:16.863742
ASN-00215,ZONE-4::RACK-6::285::GJ07X3648,VIT-1216-B34-285,ZONE-4::RACK-9::285::GJ07X3648::General,2025-07-05,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-00216,ZONE-4::RACK-6::285::GJ17X3593,VIT-1217-B19-285,ZONE-4::RACK-4::285::GJ17X3593::General,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00217,ZONE-4::RACK-6::285::GJ03X5022,VIT-1218-B61-285,ZONE-4::RACK-4::285::GJ03X5022::General,2025-07-05,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-00218,ZONE-4::RACK-6::285::GJ22X7532,VIT-1219-B75-285,ZONE-4::RACK-1::285::GJ22X7532::General,2025-07-05,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-00219,ZONE-4::RACK-6::795::GJ30X9209,DEW-1220-B11-795,ZONE-4::RACK-3::795::GJ30X9209::General,2025-07-04,2025-07-08,0,Assigned,2025-07-01 14:19:16.863742
ASN-00220,ZONE-4::RACK-7::285::GJ12X6087,VIT-1221-B58-285,ZONE-4::RACK-4::285::GJ12X6087::General,2025-07-04,2025-07-07,0,Assigned,2025-06-24 14:19:16.863742
ASN-00221,ZONE-4::RACK-7::285::GJ17X4217,VIT-1222-B35-285,ZONE-4::RACK-5::285::GJ17X4217::General,2025-07-05,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-00222,ZONE-3::RACK-4::854::GJ23X8925,TOP-1223-B92-854,ZONE-3::RACK-2::854::GJ23X8925::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00223,ZONE-3::RACK-4::854::GJ15X2279,TOP-1224-B78-854,ZONE-3::RACK-1::854::GJ15X2279::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00224,ZONE-4::RACK-7::185::GJ22X1394,DIG-1225-B51-185,ZONE-4::RACK-5::185::GJ22X1394::General,2025-07-04,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-00225,ZONE-2::RACK-7::384::GJ26X5488,IMM-1226-B37-384,ZONE-2::RACK-8::384::GJ26X5488::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-00226,ZONE-2::RACK-7::384::GJ03X5022,IMM-1227-B64-384,ZONE-2::RACK-2::384::GJ03X5022::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-00227,ZONE-2::RACK-7::384::GJ14X1705,IMM-1228-B35-384,ZONE-2::RACK-6::384::GJ14X1705::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00228,ZONE-2::RACK-8::384::GJ05X2776,IMM-1229-B92-384,ZONE-2::RACK-5::384::GJ05X2776::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00229,ZONE-1::RACK-9::789::GJ17X8039,ANT-1230-B80-789,ZONE-1::RACK-1::789::GJ17X8039::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-00230,ZONE-4::RACK-7::185::GJ03X7424,DIG-1231-B36-185,ZONE-4::RACK-1::185::GJ03X7424::General,2025-07-04,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-00231,ZONE-3::RACK-5::854::GJ24X1949,TOP-1232-B55-854,ZONE-3::RACK-10::854::GJ24X1949::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00232,ZONE-4::RACK-7::185::GJ22X4867,DIG-1233-B66-185,ZONE-4::RACK-5::185::GJ22X4867::General,2025-07-04,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-00233,ZONE-1::RACK-9::295::GJ14X8889,ANT-1234-B86-295,ZONE-1::RACK-4::295::GJ14X8889::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-00234,ZONE-2::RACK-8::384::GJ09X7005,IMM-1235-B72-384,ZONE-2::RACK-5::384::GJ09X7005::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00235,ZONE-1::RACK-9::789::GJ10X3256,ANT-1236-B86-789,ZONE-1::RACK-3::789::GJ10X3256::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00236,ZONE-4::RACK-8::285::GJ23X4559,VIT-1237-B42-285,ZONE-4::RACK-8::285::GJ23X4559::General,2025-07-05,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00237,ZONE-1::RACK-9::789::GJ15X4384,ANT-1238-B29-789,ZONE-1::RACK-2::789::GJ15X4384::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00238,ZONE-4::RACK-8::285::GJ27X4504,VIT-1239-B16-285,ZONE-4::RACK-10::285::GJ27X4504::General,2025-07-05,2025-07-08,1,Assigned,2025-06-28 14:19:16.863742
ASN-00239,ZONE-1::RACK-10::295::GJ21X5017,ANT-1240-B28-295,ZONE-1::RACK-3::295::GJ21X5017::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00240,ZONE-1::RACK-10::295::GJ03X3136,ANT-1241-B29-295,ZONE-1::RACK-9::295::GJ03X3136::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-25 14:19:16.863742
ASN-00241,ZONE-4::RACK-8::795::GJ30X8944,DEW-1242-B87-795,ZONE-4::RACK-9::795::GJ30X8944::General,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00242,ZONE-1::RACK-10::295::GJ24X6673,ANT-1243-B89-295,ZONE-1::RACK-3::295::GJ24X6673::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-29 14:19:16.863742
ASN-00243,ZONE-3::RACK-5::854::GJ21X5017,TOP-1244-B42-854,ZONE-3::RACK-8::854::GJ21X5017::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-00244,ZONE-4::RACK-8::434::GJ02X4245,SUP-1245-B74-434,ZONE-4::RACK-8::434::GJ02X4245::General,2025-07-05,2025-07-09,1,Assigned,2025-06-24 14:19:16.863742
ASN-00245,ZONE-4::RACK-8::285::GJ24X8239,VIT-1246-B19-285,ZONE-4::RACK-7::285::GJ24X8239::General,2025-07-03,2025-07-06,0,Assigned,2025-06-25 14:19:16.863742
ASN-00246,ZONE-4::RACK-9::434::GJ04X2061,SUP-1247-B68-434,ZONE-4::RACK-1::434::GJ04X2061::General,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00247,ZONE-4::RACK-9::285::GJ18X3994,VIT-1248-B50-285,ZONE-4::RACK-2::285::GJ18X3994::General,2025-07-04,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-00248,ZONE-2::RACK-8::384::GJ16X5496,IMM-1249-B43-384,ZONE-2::RACK-1::384::GJ16X5496::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-00249,ZONE-1::RACK-10::789::GJ23X7398,ANT-1250-B12-789,ZONE-1::RACK-9::789::GJ23X7398::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-00250,ZONE-1::RACK-10::789::GJ15X3297,ANT-1251-B98-789,ZONE-1::RACK-1::789::GJ15X3297::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00251,ZONE-4::RACK-9::434::GJ01X4053,SUP-1252-B95-434,ZONE-4::RACK-4::434::GJ01X4053::General,2025-07-05,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00252,ZONE-4::RACK-9::795::GJ16X5358,DEW-1254-B90-795,ZONE-4::RACK-2::795::GJ16X5358::General,2025-07-03,2025-07-05,0,Assigned,2025-06-30 14:19:16.863742
ASN-00253,ZONE-4::RACK-10::185::GJ16X5496,DIG-1255-B26-185,ZONE-4::RACK-2::185::GJ16X5496::General,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00254,ZONE-4::RACK-10::185::GJ20X7043,DIG-1256-B30-185,ZONE-4::RACK-8::185::GJ20X7043::General,2025-07-03,2025-07-05,1,Assigned,2025-06-25 14:19:16.863742
ASN-00255,ZONE-4::RACK-10::795::GJ11X9080,DEW-1257-B12-795,ZONE-4::RACK-2::795::GJ11X9080::General,2025-07-05,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00256,ZONE-4::RACK-10::285::GJ23X7398,VIT-1258-B45-285,ZONE-4::RACK-4::285::GJ23X7398::General,2025-07-05,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-00257,ZONE-4::RACK-10::434::GJ03X5022,SUP-1259-B48-434,ZONE-4::RACK-4::434::GJ03X5022::General,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00258,ZONE-1::RACK-1::789::GJ27X7409,ANT-1260-B91-789,ZONE-1::RACK-8::789::GJ27X7409::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00259,ZONE-4::RACK-1::795::GJ26X7609,DEW-1261-B94-795,ZONE-4::RACK-9::795::GJ26X7609::General,2025-07-05,2025-07-07,0,Assigned,2025-06-25 14:19:16.863742
ASN-00260,ZONE-4::RACK-1::285::GJ21X4763,VIT-1262-B79-285,ZONE-4::RACK-5::285::GJ21X4763::General,2025-07-04,2025-07-06,1,Assigned,2025-06-27 14:19:16.863742
ASN-00261,ZONE-4::RACK-1::434::GJ30X4471,SUP-1263-B91-434,ZONE-4::RACK-9::434::GJ30X4471::General,2025-07-05,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00262,ZONE-4::RACK-1::185::GJ11X5333,DIG-1264-B42-185,ZONE-4::RACK-8::185::GJ11X5333::General,2025-07-05,2025-07-09,1,Assigned,2025-06-29 14:19:16.863742
