OrderID,Expiry_Days_Left,Order_Date,Expiry_Date,Pallet_Size,Route_Type,Mode_of_Transport,Urgent_Order_Flag,Fragility,Dispatch_Window,Temp_Sensitive
C17CBB8D-18F5-445F-B8CC,635,2025-06-19,2027-03-16,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,No
C4938D6E-192F-42F0-8196,630,2025-06-18,2027-03-10,150,Intercity,Medium Truck,No,No,29/06/2025,No
6F5F0B5B-7216-4B29-80BB,718,2025-06-21,2027-06-09,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
9E03FC03-1CB2-4978-8E0D,144,2025-06-20,2025-11-11,60,Intercity,Medium Truck,No,No,28/06/2025,Yes
BDF80494-0ECD-4F57-8E41,589,2025-06-19,2027-01-29,80,Interstate,Big Truck,Yes,No,29/06/2025,No
C00C847B-9AA3-49A0-99F7,322,2025-06-17,2026-05-05,80,Local,Small Truck,No,Yes,29/06/2025,No
F787345F-F5AB-4668-9A58,508,2025-06-19,2026-11-09,120,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
DC7C2709-2204-4725-9790,460,2025-06-20,2026-09-23,60,Local,Small Truck,No,No,24/06/2025,No
EE1B2A54-F44F-444D-A1F4,682,2025-06-21,2027-05-04,120,Intercity,Medium Truck,No,No,25/06/2025,No
6F2D5034-E233-4BD7-81E4,615,2025-06-15,2027-02-20,60,Local,Small Truck,Yes,No,28/06/2025,No
4A02C245-E46E-4D3C-81B3,674,2025-06-19,2027-04-24,100,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
9C8E38E0-0F94-45E0-A544,332,2025-06-18,2026-05-16,100,Local,Small Truck,No,Yes,23/06/2025,Yes
C0D8F122-A5F0-41EA-A86C,165,2025-06-19,2025-12-01,150,Local,Small Truck,Yes,No,23/06/2025,Yes
5C0A9F7A-ECC3-4891-9CAD,229,2025-06-19,2026-02-03,80,Interstate,Big Truck,No,No,27/06/2025,No
EB25FF23-DEA6-4945-9602,360,2025-06-15,2026-06-10,100,Interstate,Big Truck,No,No,25/06/2025,No
08C6F535-FBC3-4DFC-A528,660,2025-06-16,2027-04-07,80,Local,Small Truck,No,Yes,23/06/2025,Yes
B7005162-8958-4B70-9753,312,2025-06-15,2026-04-23,100,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
EB79BAAA-D5F7-44DC-867C,429,2025-06-15,2026-08-18,80,Interstate,Big Truck,No,No,26/06/2025,No
DD55421E-106D-4E50-8CD2,203,2025-06-19,2026-01-08,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
F57FC9AD-59A7-4CCC-A701,148,2025-06-19,2025-11-14,80,Local,Small Truck,Yes,Yes,27/06/2025,No
C6ECDB51-2F9A-4803-B10C,226,2025-06-21,2026-02-02,120,Local,Small Truck,No,Yes,24/06/2025,Yes
DB2CBFF1-4C6A-4FAF-A077,487,2025-06-15,2026-10-15,100,Interstate,Big Truck,No,Yes,29/06/2025,No
E609D251-28B1-4437-8017,146,2025-06-16,2025-11-09,150,Interstate,Big Truck,Yes,No,24/06/2025,Yes
CCE13C96-3FE3-45AF-9522,726,2025-06-18,2027-06-14,60,Local,Small Truck,Yes,No,27/06/2025,Yes
11AD7415-82EF-46D2-8CD2,251,2025-06-20,2026-02-26,100,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
3AF2F8F7-4D32-45C5-A218,617,2025-06-15,2027-02-22,80,Local,Small Truck,No,No,29/06/2025,No
5C1CBF8F-ABE1-4E86-8644,509,2025-06-17,2026-11-08,60,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
29811A66-1227-4007-9236,264,2025-06-16,2026-03-07,120,Local,Small Truck,Yes,No,24/06/2025,No
DD769DDE-2346-40E9-8A9E,275,2025-06-15,2026-03-17,80,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
5FBD69FD-DC69-435D-8EE1,426,2025-06-20,2026-08-20,60,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
FD5DED68-BF6B-4D69-B216,490,2025-06-18,2026-10-21,60,Intercity,Medium Truck,No,Yes,26/06/2025,No
49262B0F-A2BE-4682-A9CB,438,2025-06-17,2026-08-29,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
C68C801B-7363-443C-B46E,198,2025-06-18,2026-01-02,60,Interstate,Big Truck,No,No,23/06/2025,No
525BA42F-EBD9-465F-9FA7,268,2025-06-21,2026-03-16,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
03E7B620-5C33-4E79-9E91,511,2025-06-19,2026-11-12,60,Local,Small Truck,Yes,No,25/06/2025,Yes
0AA2B2BA-01C4-49AE-ABC7,184,2025-06-15,2025-12-16,100,Local,Small Truck,No,Yes,29/06/2025,No
AE609489-82F4-449D-842D,520,2025-06-17,2026-11-19,60,Intercity,Medium Truck,No,No,23/06/2025,Yes
4B8C1A22-A602-4BE8-B905,649,2025-06-21,2027-04-01,80,Interstate,Big Truck,No,No,25/06/2025,Yes
62E9ED8B-0B2E-4B17-959D,656,2025-06-19,2027-04-06,60,Local,Small Truck,Yes,No,26/06/2025,No
A16F5C77-290E-4158-82A2,477,2025-06-21,2026-10-11,80,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
2EF12F82-17F6-4D5A-AD2F,311,2025-06-21,2026-04-28,80,Interstate,Big Truck,No,Yes,28/06/2025,Yes
AA6207A1-02C7-4268-B90C,213,2025-06-16,2026-01-15,60,Local,Small Truck,Yes,No,25/06/2025,No
1DE0D470-C9B0-4EA0-9341,619,2025-06-18,2027-02-27,60,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
9D7133A9-AB62-4788-853D,656,2025-06-20,2027-04-07,100,Intercity,Medium Truck,No,No,25/06/2025,Yes
A2609058-EC67-4FF6-87E0,303,2025-06-20,2026-04-19,60,Local,Small Truck,Yes,No,23/06/2025,No
EC53DE15-2723-4D8B-8143,340,2025-06-21,2026-05-27,80,Interstate,Big Truck,No,No,24/06/2025,Yes
538DDD10-B288-4D55-907E,495,2025-06-15,2026-10-23,150,Intercity,Medium Truck,Yes,No,28/06/2025,No
FCE98C94-BB75-4112-9D3B,520,2025-06-19,2026-11-21,60,Local,Small Truck,Yes,Yes,29/06/2025,No
5066D5CA-FA26-4CE7-B3D8,322,2025-06-20,2026-05-08,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
C8726F91-D9BB-46A5-A0F7,69,2025-06-15,2025-08-23,80,Interstate,Big Truck,Yes,Yes,23/06/2025,No
1F56FF77-BE96-4DDD-9F43,324,2025-06-20,2026-05-10,150,Local,Small Truck,Yes,Yes,25/06/2025,No
956C9425-A13C-4024-A7F0,250,2025-06-19,2026-02-24,120,Intercity,Medium Truck,No,Yes,29/06/2025,Yes
313C448A-F266-4E91-9CA9,599,2025-06-19,2027-02-08,120,Interstate,Big Truck,No,Yes,27/06/2025,Yes
588DA241-3A79-44F5-88B0,525,2025-06-20,2026-11-27,150,Local,Small Truck,No,No,29/06/2025,Yes
C2E88DB6-2932-4822-B479,479,2025-06-17,2026-10-09,60,Intercity,Medium Truck,No,No,24/06/2025,Yes
6B275979-66CE-4A47-84B1,349,2025-06-18,2026-06-02,100,Local,Small Truck,Yes,Yes,26/06/2025,Yes
7EA878C7-8C7A-48D8-91F8,142,2025-06-16,2025-11-05,60,Local,Small Truck,No,No,27/06/2025,Yes
7CE9A2CF-B044-4847-BE3E,204,2025-06-18,2026-01-08,150,Interstate,Big Truck,No,Yes,28/06/2025,No
BA7F0A2E-6B0F-4B81-BBE4,347,2025-06-20,2026-06-02,100,Intercity,Medium Truck,No,No,28/06/2025,No
77326D6B-5AB5-4468-8387,571,2025-06-16,2027-01-08,60,Intercity,Medium Truck,No,No,27/06/2025,No
0B2BEA93-7B5F-483F-B594,513,2025-06-15,2026-11-10,80,Interstate,Big Truck,No,Yes,23/06/2025,Yes
8C6EED53-9250-4553-8E11,709,2025-06-21,2027-05-31,80,Local,Small Truck,Yes,Yes,24/06/2025,No
8E3AA355-E6D6-4409-B2B1,203,2025-06-18,2026-01-07,120,Intercity,Medium Truck,Yes,No,24/06/2025,No
F55A724C-4DF9-4398-8062,395,2025-06-19,2026-07-19,120,Intercity,Medium Truck,No,Yes,26/06/2025,No
29C12D12-B21D-4A2C-9D66,64,2025-06-16,2025-08-19,80,Intercity,Medium Truck,No,No,28/06/2025,Yes
A60F6A80-C9F5-41B1-9E86,446,2025-06-16,2026-09-05,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
DFADE2CD-081E-4959-9FC1,658,2025-06-18,2027-04-07,150,Interstate,Big Truck,Yes,Yes,25/06/2025,No
9586993F-0617-49A2-A739,333,2025-06-16,2026-05-15,60,Intercity,Medium Truck,Yes,No,25/06/2025,No
4C86568C-F3CB-4FA8-88EE,584,2025-06-21,2027-01-26,80,Interstate,Big Truck,Yes,Yes,23/06/2025,No
32325B3B-9E55-4BEF-94B6,75,2025-06-18,2025-09-01,100,Local,Small Truck,No,No,24/06/2025,Yes
2581F330-BAE3-4959-BDCF,190,2025-06-18,2025-12-25,60,Interstate,Big Truck,Yes,No,26/06/2025,No
336DCD55-1516-48B5-AD31,652,2025-06-16,2027-03-30,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
8D87C8F4-BECC-4C45-AABD,195,2025-06-19,2025-12-31,80,Interstate,Big Truck,Yes,No,25/06/2025,No
6250A243-F2BB-4034-AD93,130,2025-06-17,2025-10-25,150,Interstate,Big Truck,No,Yes,25/06/2025,No
E50529A6-F66F-4EA3-B0C1,298,2025-06-18,2026-04-12,60,Intercity,Medium Truck,Yes,No,29/06/2025,No
FBAB1606-406B-4661-B094,580,2025-06-19,2027-01-20,60,Local,Small Truck,Yes,Yes,24/06/2025,No
E335859A-A023-4BA8-A4FB,726,2025-06-18,2027-06-14,120,Local,Small Truck,Yes,Yes,23/06/2025,No
571FCF13-59B2-4FA6-B1BD,565,2025-06-15,2027-01-01,150,Local,Small Truck,Yes,Yes,24/06/2025,No
AE437E28-6D78-4EE5-B153,274,2025-06-20,2026-03-21,120,Local,Small Truck,Yes,No,29/06/2025,No
1CC429D3-F681-4AA9-BB15,622,2025-06-19,2027-03-03,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
EE5E28D5-84FC-4A9D-97F8,272,2025-06-16,2026-03-15,120,Interstate,Big Truck,No,No,24/06/2025,No
31902F2D-A7DF-4AD2-8D22,347,2025-06-18,2026-05-31,100,Local,Small Truck,No,Yes,25/06/2025,Yes
DF627136-AE79-4B09-9B1B,310,2025-06-20,2026-04-26,100,Intercity,Medium Truck,Yes,No,26/06/2025,No
15CC5EE6-1B05-462C-A3E5,229,2025-06-18,2026-02-02,100,Interstate,Big Truck,No,Yes,26/06/2025,No
BE785DF3-38DA-41AD-BD71,134,2025-06-15,2025-10-27,100,Local,Small Truck,No,No,25/06/2025,Yes
92768C01-0386-41D1-BEC1,227,2025-06-16,2026-01-29,150,Interstate,Big Truck,Yes,No,27/06/2025,Yes
80B5EFF5-8911-4A35-9C50,204,2025-06-20,2026-01-10,120,Interstate,Big Truck,No,Yes,24/06/2025,No
3FDA92A0-1C04-4875-ACEC,615,2025-06-15,2027-02-20,150,Local,Small Truck,Yes,No,29/06/2025,No
E45EE42B-5FB5-4149-B19B,237,2025-06-21,2026-02-13,120,Local,Small Truck,No,No,26/06/2025,Yes
23590B47-0A37-4688-AB76,679,2025-06-18,2027-04-28,120,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
67FA0133-8CDD-401A-A9E8,439,2025-06-18,2026-08-31,150,Interstate,Big Truck,No,No,24/06/2025,Yes
A110480F-38D7-4CB4-A893,390,2025-06-18,2026-07-13,150,Intercity,Medium Truck,No,Yes,27/06/2025,No
8C426B3B-7562-4395-A9DC,220,2025-06-15,2026-01-21,100,Local,Small Truck,Yes,Yes,27/06/2025,Yes
5D5BE238-C119-4290-BF0D,701,2025-06-18,2027-05-20,100,Local,Small Truck,No,Yes,23/06/2025,Yes
4067B831-0EFA-4BF6-AC8F,637,2025-06-18,2027-03-17,60,Local,Small Truck,Yes,No,23/06/2025,No
36FD3C86-742B-4062-B5CF,336,2025-06-20,2026-05-22,80,Local,Small Truck,Yes,Yes,28/06/2025,No
DEB4D70E-199B-4493-A15B,644,2025-06-16,2027-03-22,80,Intercity,Medium Truck,Yes,Yes,25/06/2025,Yes
D425136F-EE8F-4802-914E,125,2025-06-18,2025-10-21,80,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
D9604F9B-5A85-4A8B-A30F,301,2025-06-15,2026-04-12,100,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
7C6A99B2-5D33-44D6-9FAB,60,2025-06-18,2025-08-17,80,Interstate,Big Truck,Yes,No,24/06/2025,No
2450433B-99D3-4C62-9318,251,2025-06-16,2026-02-22,60,Intercity,Medium Truck,Yes,No,26/06/2025,No
74B04E2E-36DB-4146-B3B0,501,2025-06-20,2026-11-03,60,Interstate,Big Truck,No,Yes,28/06/2025,No
071E7873-345E-4B5B-9F90,187,2025-06-17,2025-12-21,60,Intercity,Medium Truck,Yes,Yes,25/06/2025,Yes
18B82371-645B-475E-98DE,606,2025-06-17,2027-02-13,150,Interstate,Big Truck,Yes,No,28/06/2025,Yes
90F86C30-CB61-4F53-9902,325,2025-06-18,2026-05-09,100,Local,Small Truck,Yes,Yes,23/06/2025,No
0D50C586-BFEB-47BA-AE83,286,2025-06-15,2026-03-28,80,Intercity,Medium Truck,Yes,No,25/06/2025,Yes
663D2DAF-FF8D-4E8F-86BA,503,2025-06-18,2026-11-03,120,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
44A0C73C-6273-4F5B-AF75,724,2025-06-15,2027-06-09,100,Local,Small Truck,No,Yes,23/06/2025,Yes
F8272563-25D4-421A-AAF7,688,2025-06-16,2027-05-05,100,Local,Small Truck,No,Yes,27/06/2025,No
CAA13083-523B-453F-8F83,202,2025-06-18,2026-01-06,150,Local,Small Truck,Yes,No,25/06/2025,Yes
D37ACAA6-DC8A-4945-B2FE,394,2025-06-15,2026-07-14,80,Local,Small Truck,No,Yes,26/06/2025,No
5B897BB8-5C0C-479C-B467,227,2025-06-18,2026-01-31,80,Interstate,Big Truck,No,No,28/06/2025,Yes
59D041D5-0AA8-49FE-B46F,423,2025-06-20,2026-08-17,120,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
C7EE64E5-0316-418E-AB0F,94,2025-06-15,2025-09-17,100,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
6304B5AF-13A2-4C24-BE41,279,2025-06-17,2026-03-23,120,Local,Small Truck,Yes,No,28/06/2025,No
4001B40D-93A5-4D51-ACFF,368,2025-06-20,2026-06-23,80,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
D3EDD6BD-48E8-409E-B8CA,360,2025-06-20,2026-06-15,100,Local,Small Truck,No,Yes,29/06/2025,No
A04CB318-2C7C-420D-8A17,642,2025-06-19,2027-03-23,100,Interstate,Big Truck,No,No,28/06/2025,Yes
6DF456E8-2728-4E72-A644,375,2025-06-19,2026-06-29,120,Interstate,Big Truck,Yes,No,24/06/2025,No
9BF4FE0D-985C-4F4C-8618,205,2025-06-19,2026-01-10,150,Local,Small Truck,Yes,Yes,29/06/2025,Yes
C4CC96DA-B611-4F91-952F,412,2025-06-18,2026-08-04,150,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
D49320F3-A16D-4E2B-9955,153,2025-06-16,2025-11-16,100,Interstate,Big Truck,No,Yes,27/06/2025,Yes
D82A4442-1252-4E15-923A,486,2025-06-17,2026-10-16,60,Local,Small Truck,No,No,28/06/2025,Yes
04272107-6B20-435F-A550,579,2025-06-16,2027-01-16,80,Intercity,Medium Truck,No,Yes,27/06/2025,No
C962A5D5-30E7-458C-BF4D,211,2025-06-17,2026-01-14,120,Local,Small Truck,Yes,Yes,29/06/2025,No
37E5B532-BB40-4FBB-ABB2,178,2025-06-21,2025-12-16,80,Interstate,Big Truck,No,Yes,28/06/2025,Yes
F51D982D-7F4F-46B5-BE90,424,2025-06-21,2026-08-19,100,Interstate,Big Truck,No,Yes,26/06/2025,No
94EBA134-83F4-4768-A988,438,2025-06-16,2026-08-28,100,Local,Small Truck,No,Yes,24/06/2025,No
2E07F544-7257-4768-81C7,677,2025-06-19,2027-04-27,80,Interstate,Big Truck,No,No,27/06/2025,No
98FAD5FD-40C9-4C13-8844,166,2025-06-18,2025-12-01,150,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
5F9D8E9A-DFA1-448D-9E95,136,2025-06-18,2025-11-01,120,Interstate,Big Truck,No,No,24/06/2025,Yes
62D7D6D9-15DC-4BB5-8AC0,435,2025-06-15,2026-08-24,150,Interstate,Big Truck,No,No,23/06/2025,No
FD9E987D-8916-49FC-954B,113,2025-06-16,2025-10-07,60,Intercity,Medium Truck,No,No,29/06/2025,No
6A9CAF47-9965-4D03-8711,334,2025-06-21,2026-05-21,100,Interstate,Big Truck,No,No,23/06/2025,No
059A9502-45E9-4D1C-8025,563,2025-06-15,2026-12-30,120,Local,Small Truck,Yes,No,24/06/2025,Yes
8F2EC838-A224-4366-BDCE,441,2025-06-18,2026-09-02,80,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
3EF2D757-01C8-42BB-961F,418,2025-06-19,2026-08-11,100,Local,Small Truck,Yes,Yes,28/06/2025,No
91AB528D-85AA-48C8-AE43,305,2025-06-19,2026-04-20,120,Local,Small Truck,Yes,No,28/06/2025,Yes
808B3ABA-C5EA-426D-B2F7,209,2025-06-15,2026-01-10,120,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
B848DA76-12B6-4138-BFB3,89,2025-06-21,2025-09-18,150,Intercity,Medium Truck,Yes,No,25/06/2025,No
92221DF8-A763-41A1-9AE8,89,2025-06-15,2025-09-12,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
23CA7F78-1211-4561-BB29,673,2025-06-19,2027-04-23,120,Local,Small Truck,Yes,No,23/06/2025,No
630011B1-B353-406A-A456,370,2025-06-20,2026-06-25,100,Intercity,Medium Truck,No,No,26/06/2025,No
191C8269-F458-4F30-9B77,546,2025-06-21,2026-12-19,150,Local,Small Truck,No,Yes,25/06/2025,No
74EB056D-F102-497A-8E8C,340,2025-06-20,2026-05-26,150,Local,Small Truck,No,No,27/06/2025,Yes
D095D726-0F8C-4EA3-A424,465,2025-06-16,2026-09-24,60,Interstate,Big Truck,No,Yes,28/06/2025,No
AAC06BF4-A6EB-4937-B71E,383,2025-06-16,2026-07-04,100,Intercity,Medium Truck,No,No,26/06/2025,No
87EFF682-8C5D-43A4-999F,131,2025-06-19,2025-10-28,120,Intercity,Medium Truck,Yes,No,28/06/2025,No
28A688C3-19D3-4481-AB71,696,2025-06-21,2027-05-18,60,Interstate,Big Truck,Yes,Yes,28/06/2025,No
5E3E88F4-9121-4854-B898,387,2025-06-21,2026-07-13,60,Local,Small Truck,Yes,Yes,28/06/2025,No
A0433C72-03B9-4272-9BC5,179,2025-06-20,2025-12-16,60,Interstate,Big Truck,No,No,27/06/2025,No
88903A8D-C260-49F1-96D9,461,2025-06-15,2026-09-19,80,Interstate,Big Truck,Yes,Yes,27/06/2025,Yes
7E7A9BC3-3401-4000-B68E,344,2025-06-15,2026-05-25,80,Interstate,Big Truck,No,Yes,25/06/2025,No
0CE1F8EC-C528-485A-9402,598,2025-06-15,2027-02-03,100,Local,Small Truck,Yes,Yes,23/06/2025,Yes
9F65FB65-D299-4144-89F6,240,2025-06-19,2026-02-14,100,Interstate,Big Truck,Yes,No,25/06/2025,No
C6E199A7-B272-447D-A66B,689,2025-06-17,2027-05-07,60,Intercity,Medium Truck,No,No,29/06/2025,Yes
61CE2834-6E72-4E7C-BB0F,125,2025-06-19,2025-10-22,80,Intercity,Medium Truck,No,No,24/06/2025,No
E42341FC-86F7-4FBD-B1F1,95,2025-06-20,2025-09-23,60,Local,Small Truck,Yes,No,27/06/2025,No
92CED115-E920-4FBE-B341,469,2025-06-20,2026-10-02,120,Local,Small Truck,Yes,Yes,27/06/2025,No
2920FEFE-9419-4D85-B764,644,2025-06-15,2027-03-21,100,Local,Small Truck,Yes,No,25/06/2025,No
2C2F738A-A0C3-481C-A091,582,2025-06-20,2027-01-23,150,Interstate,Big Truck,No,No,27/06/2025,No
1DB3CC1E-7F99-41F9-92CC,479,2025-06-15,2026-10-07,80,Local,Small Truck,Yes,No,24/06/2025,Yes
D5CDDBDC-EEC4-43A0-8374,554,2025-06-20,2026-12-26,60,Interstate,Big Truck,Yes,No,23/06/2025,Yes
2F025255-E836-4968-A8D4,129,2025-06-18,2025-10-25,150,Interstate,Big Truck,Yes,Yes,26/06/2025,No
3EDD7144-BAB7-4B04-94F4,661,2025-06-19,2027-04-11,80,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
E8D3D011-8EF9-45BB-94DD,179,2025-06-21,2025-12-17,150,Interstate,Big Truck,Yes,Yes,26/06/2025,No
F4D84258-C7A1-4F9F-B250,107,2025-06-16,2025-10-01,60,Interstate,Big Truck,No,Yes,27/06/2025,No
17140025-232F-4A4B-AAA7,242,2025-06-18,2026-02-15,60,Local,Small Truck,Yes,No,27/06/2025,Yes
2A98BDC7-8022-4B09-8F9D,147,2025-06-21,2025-11-15,100,Local,Small Truck,No,Yes,28/06/2025,Yes
F0249148-E312-4A23-9C71,192,2025-06-18,2025-12-27,60,Interstate,Big Truck,No,No,23/06/2025,No
E14CCB25-0817-4A5B-9A5C,303,2025-06-19,2026-04-18,60,Interstate,Big Truck,Yes,No,24/06/2025,No
BB8ADB2A-2F78-4B4F-9D0C,500,2025-06-19,2026-11-01,80,Local,Small Truck,No,No,27/06/2025,No
78368CEC-AA7B-44AD-966D,157,2025-06-20,2025-11-24,120,Local,Small Truck,Yes,Yes,29/06/2025,Yes
2D919AA1-3DB7-42CC-B407,65,2025-06-17,2025-08-21,100,Local,Small Truck,No,Yes,27/06/2025,No
AD84B8E1-45DD-41C5-B440,119,2025-06-19,2025-10-16,80,Intercity,Medium Truck,Yes,No,25/06/2025,No
D5402066-400C-470B-8D14,315,2025-06-17,2026-04-28,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
EDC4C619-F16D-4504-9407,100,2025-06-17,2025-09-25,80,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
6AF72C4A-C66E-4B50-9588,355,2025-06-21,2026-06-11,60,Local,Small Truck,No,Yes,24/06/2025,No
F4B35FDB-49E7-4D87-BC49,681,2025-06-21,2027-05-03,150,Intercity,Medium Truck,No,Yes,24/06/2025,Yes
87FA3E07-C5DA-4701-A2FA,320,2025-06-21,2026-05-07,120,Local,Small Truck,No,Yes,27/06/2025,No
9CFCA472-7C70-45B7-868C,645,2025-06-20,2027-03-27,150,Interstate,Big Truck,No,No,29/06/2025,Yes
53E61E58-7A1E-408B-8180,61,2025-06-21,2025-08-21,80,Intercity,Medium Truck,Yes,No,29/06/2025,No
1EFC4A4E-BD68-45C4-A5AE,549,2025-06-18,2026-12-19,80,Local,Small Truck,Yes,No,25/06/2025,No
34973591-E3ED-4A53-A748,198,2025-06-15,2025-12-30,100,Interstate,Big Truck,No,No,29/06/2025,Yes
3F5267E2-36A4-4868-956A,589,2025-06-18,2027-01-28,60,Local,Small Truck,No,Yes,23/06/2025,No
D779D802-A67D-4542-9635,674,2025-06-17,2027-04-22,80,Interstate,Big Truck,No,Yes,29/06/2025,Yes
3F67FA3E-6762-4954-986B,652,2025-06-15,2027-03-29,150,Interstate,Big Truck,No,Yes,29/06/2025,Yes
263F8F10-BDB2-4BEB-85A0,716,2025-06-19,2027-06-05,150,Intercity,Medium Truck,No,Yes,26/06/2025,No
890995DF-6A7B-4EFA-A337,696,2025-06-19,2027-05-16,60,Local,Small Truck,Yes,No,26/06/2025,No
45F2718B-FC01-4DAB-A8A2,594,2025-06-17,2027-02-01,60,Interstate,Big Truck,No,No,24/06/2025,No
79CD47D1-E4D7-4DB5-B7A7,367,2025-06-16,2026-06-18,150,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
B6CB0260-D5F7-4157-A302,605,2025-06-20,2027-02-15,150,Local,Small Truck,No,Yes,24/06/2025,Yes
65364571-B5C3-49FF-96FF,459,2025-06-18,2026-09-20,150,Interstate,Big Truck,Yes,No,23/06/2025,Yes
1E9300F1-2F4E-48BB-9B21,472,2025-06-19,2026-10-04,100,Interstate,Big Truck,No,Yes,24/06/2025,Yes
971BDEC5-3689-4A48-A70A,114,2025-06-21,2025-10-13,80,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
DCA65512-3524-47AA-80C4,629,2025-06-17,2027-03-08,150,Intercity,Medium Truck,No,Yes,24/06/2025,No
B47C918C-5EF9-4D53-8D64,586,2025-06-16,2027-01-23,100,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
A4267F4D-97D5-4398-A971,479,2025-06-21,2026-10-13,120,Local,Small Truck,Yes,Yes,28/06/2025,Yes
1C20B194-1067-4083-AA1D,238,2025-06-15,2026-02-08,100,Local,Small Truck,Yes,No,25/06/2025,No
4314479B-10AA-4394-A76B,670,2025-06-17,2027-04-18,120,Local,Small Truck,No,No,26/06/2025,Yes
4CF687D4-AFCB-4C4B-8B11,620,2025-06-16,2027-02-26,80,Interstate,Big Truck,Yes,No,23/06/2025,No
9AA796A8-C4C6-4B58-9894,402,2025-06-17,2026-07-24,120,Interstate,Big Truck,Yes,No,28/06/2025,No
0B6830EF-CD25-4954-93A0,697,2025-06-18,2027-05-16,150,Intercity,Medium Truck,No,No,23/06/2025,Yes
30FBF075-D339-4D6A-A4F7,266,2025-06-21,2026-03-14,150,Interstate,Big Truck,No,Yes,29/06/2025,No
97C1341C-6831-46EC-BA02,346,2025-06-18,2026-05-30,80,Local,Small Truck,No,No,26/06/2025,Yes
11F432A5-778D-439B-A6E2,348,2025-06-18,2026-06-01,150,Interstate,Big Truck,No,Yes,26/06/2025,Yes
326E105F-98A8-4554-AE38,126,2025-06-15,2025-10-19,120,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
81286069-89B2-431A-964F,632,2025-06-16,2027-03-10,60,Local,Small Truck,Yes,Yes,25/06/2025,Yes
C9A76C78-84B7-46F4-92BB,234,2025-06-16,2026-02-05,80,Intercity,Medium Truck,No,No,23/06/2025,Yes
0A2E3F35-BDF8-469C-A254,370,2025-06-18,2026-06-23,80,Local,Small Truck,No,Yes,27/06/2025,Yes
782E6CC4-9B5E-45F3-898E,483,2025-06-16,2026-10-12,60,Interstate,Big Truck,Yes,No,23/06/2025,Yes
7E4F696C-897F-4D55-9F64,557,2025-06-16,2026-12-25,150,Interstate,Big Truck,Yes,No,26/06/2025,No
4D5AA849-BD0C-4872-8E6E,589,2025-06-15,2027-01-25,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
60126FD2-E70C-4631-AB88,80,2025-06-19,2025-09-07,80,Interstate,Big Truck,No,No,24/06/2025,No
73E0D45A-938C-4C1A-AE02,331,2025-06-20,2026-05-17,120,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
DB863BE8-5EEF-41F8-A624,505,2025-06-19,2026-11-06,60,Interstate,Big Truck,Yes,Yes,28/06/2025,Yes
764ABEB4-A41F-4E29-A134,383,2025-06-21,2026-07-09,80,Interstate,Big Truck,Yes,No,26/06/2025,Yes
36F7940A-BE33-47C2-A70E,612,2025-06-21,2027-02-23,100,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
35765783-8450-45B1-B824,547,2025-06-15,2026-12-14,80,Interstate,Big Truck,Yes,No,27/06/2025,No
67D8F1C1-E040-45D9-B708,206,2025-06-18,2026-01-10,60,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
