OrderID,Order_Date,Expiry_Date,Pallet_Size,Route_Type,Mode_of_Transport,Urgent_Order_Flag,Fragility,Dispatch_Window,Temp_Sensitive
EE1B2A54-F44F-444D-A1F4,21/06/2025,04/05/2027,120,Intercity,Medium Truck,No,No,25/06/2025,No
6F2D5034-E233-4BD7-81E4,15/06/2025,20/02/2027,60,Local,Small Truck,Yes,No,28/06/2025,No
4A02C245-E46E-4D3C-81B3,19/06/2025,24/04/2027,100,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
9C8E38E0-0F94-45E0-A544,18/06/2025,16/05/2026,100,Local,Small Truck,No,Yes,23/06/2025,Yes
C0D8F122-A5F0-41EA-A86C,19/06/2025,01/12/2025,150,Local,Small Truck,Yes,No,23/06/2025,Yes
5C0A9F7A-ECC3-4891-9CAD,19/06/2025,03/02/2026,80,Interstate,Big Truck,No,No,27/06/2025,No
EB25FF23-DEA6-4945-9602,15/06/2025,10/06/2026,100,Interstate,Big Truck,No,No,25/06/2025,No
08C6F535-FBC3-4DFC-A528,16/06/2025,07/04/2027,80,Local,Small Truck,No,Yes,23/06/2025,Yes
B7005162-8958-4B70-9753,15/06/2025,23/04/2026,100,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
EB79BAAA-D5F7-44DC-867C,15/06/2025,18/08/2026,80,Interstate,Big Truck,No,No,26/06/2025,No
DD55421E-106D-4E50-8CD2,19/06/2025,08/01/2026,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
F57FC9AD-59A7-4CCC-A701,19/06/2025,14/11/2025,80,Local,Small Truck,Yes,Yes,27/06/2025,No
C6ECDB51-2F9A-4803-B10C,21/06/2025,02/02/2026,120,Local,Small Truck,No,Yes,24/06/2025,Yes
DB2CBFF1-4C6A-4FAF-A077,15/06/2025,15/10/2026,100,Interstate,Big Truck,No,Yes,29/06/2025,No
E609D251-28B1-4437-8017,16/06/2025,09/11/2025,150,Interstate,Big Truck,Yes,No,24/06/2025,Yes
CCE13C96-3FE3-45AF-9522,18/06/2025,14/06/2027,60,Local,Small Truck,Yes,No,27/06/2025,Yes
11AD7415-82EF-46D2-8CD2,20/06/2025,26/02/2026,100,Intercity,Medium Truck,Yes,No,28/06/2025,Yes
3AF2F8F7-4D32-45C5-A218,15/06/2025,22/02/2027,80,Local,Small Truck,No,No,29/06/2025,No
5C1CBF8F-ABE1-4E86-8644,17/06/2025,08/11/2026,60,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
29811A66-1227-4007-9236,16/06/2025,07/03/2026,120,Local,Small Truck,Yes,No,24/06/2025,No
DD769DDE-2346-40E9-8A9E,15/06/2025,17/03/2026,80,Intercity,Medium Truck,Yes,No,24/06/2025,Yes
5FBD69FD-DC69-435D-8EE1,20/06/2025,20/08/2026,60,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
FD5DED68-BF6B-4D69-B216,18/06/2025,21/10/2026,60,Intercity,Medium Truck,No,Yes,26/06/2025,No
49262B0F-A2BE-4682-A9CB,17/06/2025,29/08/2026,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
C68C801B-7363-443C-B46E,18/06/2025,02/01/2026,60,Interstate,Big Truck,No,No,23/06/2025,No
525BA42F-EBD9-465F-9FA7,21/06/2025,16/03/2026,60,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
03E7B620-5C33-4E79-9E91,19/06/2025,12/11/2026,60,Local,Small Truck,Yes,No,25/06/2025,Yes
0AA2B2BA-01C4-49AE-ABC7,15/06/2025,16/12/2025,100,Local,Small Truck,No,Yes,29/06/2025,No
AE609489-82F4-449D-842D,17/06/2025,19/11/2026,60,Intercity,Medium Truck,No,No,23/06/2025,Yes
4B8C1A22-A602-4BE8-B905,21/06/2025,01/04/2027,80,Interstate,Big Truck,No,No,25/06/2025,Yes
62E9ED8B-0B2E-4B17-959D,19/06/2025,06/04/2027,60,Local,Small Truck,Yes,No,26/06/2025,No
A16F5C77-290E-4158-82A2,21/06/2025,11/10/2026,80,Intercity,Medium Truck,No,Yes,26/06/2025,Yes
2EF12F82-17F6-4D5A-AD2F,21/06/2025,28/04/2026,80,Interstate,Big Truck,No,Yes,28/06/2025,Yes
AA6207A1-02C7-4268-B90C,16/06/2025,15/01/2026,60,Local,Small Truck,Yes,No,25/06/2025,No
1DE0D470-C9B0-4EA0-9341,18/06/2025,27/02/2027,60,Intercity,Medium Truck,No,Yes,25/06/2025,Yes
9D7133A9-AB62-4788-853D,20/06/2025,07/04/2027,100,Intercity,Medium Truck,No,No,25/06/2025,Yes
A2609058-EC67-4FF6-87E0,20/06/2025,19/04/2026,60,Local,Small Truck,Yes,No,23/06/2025,No
EC53DE15-2723-4D8B-8143,21/06/2025,27/05/2026,80,Interstate,Big Truck,No,No,24/06/2025,Yes
538DDD10-B288-4D55-907E,15/06/2025,23/10/2026,150,Intercity,Medium Truck,Yes,No,28/06/2025,No
FCE98C94-BB75-4112-9D3B,19/06/2025,21/11/2026,60,Local,Small Truck,Yes,Yes,29/06/2025,No
5066D5CA-FA26-4CE7-B3D8,20/06/2025,08/05/2026,60,Intercity,Medium Truck,Yes,Yes,23/06/2025,Yes
C8726F91-D9BB-46A5-A0F7,15/06/2025,23/08/2025,80,Interstate,Big Truck,Yes,Yes,23/06/2025,No
1F56FF77-BE96-4DDD-9F43,20/06/2025,10/05/2026,150,Local,Small Truck,Yes,Yes,25/06/2025,No
956C9425-A13C-4024-A7F0,19/06/2025,24/02/2026,120,Intercity,Medium Truck,No,Yes,29/06/2025,Yes
313C448A-F266-4E91-9CA9,19/06/2025,08/02/2027,120,Interstate,Big Truck,No,Yes,27/06/2025,Yes
588DA241-3A79-44F5-88B0,20/06/2025,27/11/2026,150,Local,Small Truck,No,No,29/06/2025,Yes
C2E88DB6-2932-4822-B479,17/06/2025,09/10/2026,60,Intercity,Medium Truck,No,No,24/06/2025,Yes
6B275979-66CE-4A47-84B1,18/06/2025,02/06/2026,100,Local,Small Truck,Yes,Yes,26/06/2025,Yes
7EA878C7-8C7A-48D8-91F8,16/06/2025,05/11/2025,60,Local,Small Truck,No,No,27/06/2025,Yes
7CE9A2CF-B044-4847-BE3E,18/06/2025,08/01/2026,150,Interstate,Big Truck,No,Yes,28/06/2025,No
BA7F0A2E-6B0F-4B81-BBE4,20/06/2025,02/06/2026,100,Intercity,Medium Truck,No,No,28/06/2025,No
77326D6B-5AB5-4468-8387,16/06/2025,08/01/2027,60,Intercity,Medium Truck,No,No,27/06/2025,No
0B2BEA93-7B5F-483F-B594,15/06/2025,10/11/2026,80,Interstate,Big Truck,No,Yes,23/06/2025,Yes
8C6EED53-9250-4553-8E11,21/06/2025,31/05/2027,80,Local,Small Truck,Yes,Yes,24/06/2025,No
8E3AA355-E6D6-4409-B2B1,18/06/2025,07/01/2026,120,Intercity,Medium Truck,Yes,No,24/06/2025,No
F55A724C-4DF9-4398-8062,19/06/2025,19/07/2026,120,Intercity,Medium Truck,No,Yes,26/06/2025,No
29C12D12-B21D-4A2C-9D66,16/06/2025,19/08/2025,80,Intercity,Medium Truck,No,No,28/06/2025,Yes
A60F6A80-C9F5-41B1-9E86,16/06/2025,05/09/2026,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
DFADE2CD-081E-4959-9FC1,18/06/2025,07/04/2027,150,Interstate,Big Truck,Yes,Yes,25/06/2025,No
9586993F-0617-49A2-A739,16/06/2025,15/05/2026,60,Intercity,Medium Truck,Yes,No,25/06/2025,No
4C86568C-F3CB-4FA8-88EE,21/06/2025,26/01/2027,80,Interstate,Big Truck,Yes,Yes,23/06/2025,No
32325B3B-9E55-4BEF-94B6,18/06/2025,01/09/2025,100,Local,Small Truck,No,No,24/06/2025,Yes
2581F330-BAE3-4959-BDCF,18/06/2025,25/12/2025,60,Interstate,Big Truck,Yes,No,26/06/2025,No
336DCD55-1516-48B5-AD31,16/06/2025,30/03/2027,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
8D87C8F4-BECC-4C45-AABD,19/06/2025,31/12/2025,80,Interstate,Big Truck,Yes,No,25/06/2025,No
6250A243-F2BB-4034-AD93,17/06/2025,25/10/2025,150,Interstate,Big Truck,No,Yes,25/06/2025,No
E50529A6-F66F-4EA3-B0C1,18/06/2025,12/04/2026,60,Intercity,Medium Truck,Yes,No,29/06/2025,No
FBAB1606-406B-4661-B094,19/06/2025,20/01/2027,60,Local,Small Truck,Yes,Yes,24/06/2025,No
E335859A-A023-4BA8-A4FB,18/06/2025,14/06/2027,120,Local,Small Truck,Yes,Yes,23/06/2025,No
571FCF13-59B2-4FA6-B1BD,15/06/2025,01/01/2027,150,Local,Small Truck,Yes,Yes,24/06/2025,No
AE437E28-6D78-4EE5-B153,20/06/2025,21/03/2026,120,Local,Small Truck,Yes,No,29/06/2025,No
1CC429D3-F681-4AA9-BB15,19/06/2025,03/03/2027,100,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
EE5E28D5-84FC-4A9D-97F8,16/06/2025,15/03/2026,120,Interstate,Big Truck,No,No,24/06/2025,No
31902F2D-A7DF-4AD2-8D22,18/06/2025,31/05/2026,100,Local,Small Truck,No,Yes,25/06/2025,Yes
DF627136-AE79-4B09-9B1B,20/06/2025,26/04/2026,100,Intercity,Medium Truck,Yes,No,26/06/2025,No
15CC5EE6-1B05-462C-A3E5,18/06/2025,02/02/2026,100,Interstate,Big Truck,No,Yes,26/06/2025,No
BE785DF3-38DA-41AD-BD71,15/06/2025,27/10/2025,100,Local,Small Truck,No,No,25/06/2025,Yes
92768C01-0386-41D1-BEC1,16/06/2025,29/01/2026,150,Interstate,Big Truck,Yes,No,27/06/2025,Yes
80B5EFF5-8911-4A35-9C50,20/06/2025,10/01/2026,120,Interstate,Big Truck,No,Yes,24/06/2025,No
3FDA92A0-1C04-4875-ACEC,15/06/2025,20/02/2027,150,Local,Small Truck,Yes,No,29/06/2025,No
E45EE42B-5FB5-4149-B19B,21/06/2025,13/02/2026,120,Local,Small Truck,No,No,26/06/2025,Yes
23590B47-0A37-4688-AB76,18/06/2025,28/04/2027,120,Interstate,Big Truck,Yes,Yes,24/06/2025,Yes
67FA0133-8CDD-401A-A9E8,18/06/2025,31/08/2026,150,Interstate,Big Truck,No,No,24/06/2025,Yes
A110480F-38D7-4CB4-A893,18/06/2025,13/07/2026,150,Intercity,Medium Truck,No,Yes,27/06/2025,No
8C426B3B-7562-4395-A9DC,15/06/2025,21/01/2026,100,Local,Small Truck,Yes,Yes,27/06/2025,Yes
5D5BE238-C119-4290-BF0D,18/06/2025,20/05/2027,100,Local,Small Truck,No,Yes,23/06/2025,Yes
4067B831-0EFA-4BF6-AC8F,18/06/2025,17/03/2027,60,Local,Small Truck,Yes,No,23/06/2025,No
36FD3C86-742B-4062-B5CF,20/06/2025,22/05/2026,80,Local,Small Truck,Yes,Yes,28/06/2025,No
DEB4D70E-199B-4493-A15B,16/06/2025,22/03/2027,80,Intercity,Medium Truck,Yes,Yes,25/06/2025,Yes
D425136F-EE8F-4802-914E,18/06/2025,21/10/2025,80,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
D9604F9B-5A85-4A8B-A30F,15/06/2025,12/04/2026,100,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
7C6A99B2-5D33-44D6-9FAB,18/06/2025,17/08/2025,80,Interstate,Big Truck,Yes,No,24/06/2025,No
2450433B-99D3-4C62-9318,16/06/2025,22/02/2026,60,Intercity,Medium Truck,Yes,No,26/06/2025,No
74B04E2E-36DB-4146-B3B0,20/06/2025,03/11/2026,60,Interstate,Big Truck,No,Yes,28/06/2025,No
071E7873-345E-4B5B-9F90,17/06/2025,21/12/2025,60,Intercity,Medium Truck,Yes,Yes,25/06/2025,Yes
18B82371-645B-475E-98DE,17/06/2025,13/02/2027,150,Interstate,Big Truck,Yes,No,28/06/2025,Yes
90F86C30-CB61-4F53-9902,18/06/2025,09/05/2026,100,Local,Small Truck,Yes,Yes,23/06/2025,No
0D50C586-BFEB-47BA-AE83,15/06/2025,28/03/2026,80,Intercity,Medium Truck,Yes,No,25/06/2025,Yes
663D2DAF-FF8D-4E8F-86BA,18/06/2025,03/11/2026,120,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
44A0C73C-6273-4F5B-AF75,15/06/2025,09/06/2027,100,Local,Small Truck,No,Yes,23/06/2025,Yes
F8272563-25D4-421A-AAF7,16/06/2025,05/05/2027,100,Local,Small Truck,No,Yes,27/06/2025,No
CAA13083-523B-453F-8F83,18/06/2025,06/01/2026,150,Local,Small Truck,Yes,No,25/06/2025,Yes
D37ACAA6-DC8A-4945-B2FE,15/06/2025,14/07/2026,80,Local,Small Truck,No,Yes,26/06/2025,No
5B897BB8-5C0C-479C-B467,18/06/2025,31/01/2026,80,Interstate,Big Truck,No,No,28/06/2025,Yes
59D041D5-0AA8-49FE-B46F,20/06/2025,17/08/2026,120,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
C7EE64E5-0316-418E-AB0F,15/06/2025,17/09/2025,100,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
6304B5AF-13A2-4C24-BE41,17/06/2025,23/03/2026,120,Local,Small Truck,Yes,No,28/06/2025,No
4001B40D-93A5-4D51-ACFF,20/06/2025,23/06/2026,80,Intercity,Medium Truck,No,Yes,28/06/2025,Yes
D3EDD6BD-48E8-409E-B8CA,20/06/2025,15/06/2026,100,Local,Small Truck,No,Yes,29/06/2025,No
A04CB318-2C7C-420D-8A17,19/06/2025,23/03/2027,100,Interstate,Big Truck,No,No,28/06/2025,Yes
6DF456E8-2728-4E72-A644,19/06/2025,29/06/2026,120,Interstate,Big Truck,Yes,No,24/06/2025,No
9BF4FE0D-985C-4F4C-8618,19/06/2025,10/01/2026,150,Local,Small Truck,Yes,Yes,29/06/2025,Yes
C4CC96DA-B611-4F91-952F,18/06/2025,04/08/2026,150,Interstate,Big Truck,Yes,Yes,23/06/2025,Yes
D49320F3-A16D-4E2B-9955,16/06/2025,16/11/2025,100,Interstate,Big Truck,No,Yes,27/06/2025,Yes
D82A4442-1252-4E15-923A,17/06/2025,16/10/2026,60,Local,Small Truck,No,No,28/06/2025,Yes
04272107-6B20-435F-A550,16/06/2025,16/01/2027,80,Intercity,Medium Truck,No,Yes,27/06/2025,No
C962A5D5-30E7-458C-BF4D,17/06/2025,14/01/2026,120,Local,Small Truck,Yes,Yes,29/06/2025,No
37E5B532-BB40-4FBB-ABB2,21/06/2025,16/12/2025,80,Interstate,Big Truck,No,Yes,28/06/2025,Yes
F51D982D-7F4F-46B5-BE90,21/06/2025,19/08/2026,100,Interstate,Big Truck,No,Yes,26/06/2025,No
94EBA134-83F4-4768-A988,16/06/2025,28/08/2026,100,Local,Small Truck,No,Yes,24/06/2025,No
2E07F544-7257-4768-81C7,19/06/2025,27/04/2027,80,Interstate,Big Truck,No,No,27/06/2025,No
98FAD5FD-40C9-4C13-8844,18/06/2025,01/12/2025,150,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
5F9D8E9A-DFA1-448D-9E95,18/06/2025,01/11/2025,120,Interstate,Big Truck,No,No,24/06/2025,Yes
62D7D6D9-15DC-4BB5-8AC0,15/06/2025,24/08/2026,150,Interstate,Big Truck,No,No,23/06/2025,No
FD9E987D-8916-49FC-954B,16/06/2025,07/10/2025,60,Intercity,Medium Truck,No,No,29/06/2025,No
6A9CAF47-9965-4D03-8711,21/06/2025,21/05/2026,100,Interstate,Big Truck,No,No,23/06/2025,No
059A9502-45E9-4D1C-8025,15/06/2025,30/12/2026,120,Local,Small Truck,Yes,No,24/06/2025,Yes
8F2EC838-A224-4366-BDCE,18/06/2025,02/09/2026,80,Intercity,Medium Truck,Yes,No,29/06/2025,Yes
3EF2D757-01C8-42BB-961F,19/06/2025,11/08/2026,100,Local,Small Truck,Yes,Yes,28/06/2025,No
91AB528D-85AA-48C8-AE43,19/06/2025,20/04/2026,120,Local,Small Truck,Yes,No,28/06/2025,Yes
808B3ABA-C5EA-426D-B2F7,15/06/2025,10/01/2026,120,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
B848DA76-12B6-4138-BFB3,21/06/2025,18/09/2025,150,Intercity,Medium Truck,Yes,No,25/06/2025,No
92221DF8-A763-41A1-9AE8,15/06/2025,12/09/2025,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
23CA7F78-1211-4561-BB29,19/06/2025,23/04/2027,120,Local,Small Truck,Yes,No,23/06/2025,No
630011B1-B353-406A-A456,20/06/2025,25/06/2026,100,Intercity,Medium Truck,No,No,26/06/2025,No
191C8269-F458-4F30-9B77,21/06/2025,19/12/2026,150,Local,Small Truck,No,Yes,25/06/2025,No
74EB056D-F102-497A-8E8C,20/06/2025,26/05/2026,150,Local,Small Truck,No,No,27/06/2025,Yes
D095D726-0F8C-4EA3-A424,16/06/2025,24/09/2026,60,Interstate,Big Truck,No,Yes,28/06/2025,No
AAC06BF4-A6EB-4937-B71E,16/06/2025,04/07/2026,100,Intercity,Medium Truck,No,No,26/06/2025,No
87EFF682-8C5D-43A4-999F,19/06/2025,28/10/2025,120,Intercity,Medium Truck,Yes,No,28/06/2025,No
28A688C3-19D3-4481-AB71,21/06/2025,18/05/2027,60,Interstate,Big Truck,Yes,Yes,28/06/2025,No
5E3E88F4-9121-4854-B898,21/06/2025,13/07/2026,60,Local,Small Truck,Yes,Yes,28/06/2025,No
A0433C72-03B9-4272-9BC5,20/06/2025,16/12/2025,60,Interstate,Big Truck,No,No,27/06/2025,No
88903A8D-C260-49F1-96D9,15/06/2025,19/09/2026,80,Interstate,Big Truck,Yes,Yes,27/06/2025,Yes
7E7A9BC3-3401-4000-B68E,15/06/2025,25/05/2026,80,Interstate,Big Truck,No,Yes,25/06/2025,No
0CE1F8EC-C528-485A-9402,15/06/2025,03/02/2027,100,Local,Small Truck,Yes,Yes,23/06/2025,Yes
9F65FB65-D299-4144-89F6,19/06/2025,14/02/2026,100,Interstate,Big Truck,Yes,No,25/06/2025,No
C6E199A7-B272-447D-A66B,17/06/2025,07/05/2027,60,Intercity,Medium Truck,No,No,29/06/2025,Yes
61CE2834-6E72-4E7C-BB0F,19/06/2025,22/10/2025,80,Intercity,Medium Truck,No,No,24/06/2025,No
E42341FC-86F7-4FBD-B1F1,20/06/2025,23/09/2025,60,Local,Small Truck,Yes,No,27/06/2025,No
92CED115-E920-4FBE-B341,20/06/2025,02/10/2026,120,Local,Small Truck,Yes,Yes,27/06/2025,No
2920FEFE-9419-4D85-B764,15/06/2025,21/03/2027,100,Local,Small Truck,Yes,No,25/06/2025,No
2C2F738A-A0C3-481C-A091,20/06/2025,23/01/2027,150,Interstate,Big Truck,No,No,27/06/2025,No
1DB3CC1E-7F99-41F9-92CC,15/06/2025,07/10/2026,80,Local,Small Truck,Yes,No,24/06/2025,Yes
D5CDDBDC-EEC4-43A0-8374,20/06/2025,26/12/2026,60,Interstate,Big Truck,Yes,No,23/06/2025,Yes
2F025255-E836-4968-A8D4,18/06/2025,25/10/2025,150,Interstate,Big Truck,Yes,Yes,26/06/2025,No
3EDD7144-BAB7-4B04-94F4,19/06/2025,11/04/2027,80,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
E8D3D011-8EF9-45BB-94DD,21/06/2025,17/12/2025,150,Interstate,Big Truck,Yes,Yes,26/06/2025,No
F4D84258-C7A1-4F9F-B250,16/06/2025,01/10/2025,60,Interstate,Big Truck,No,Yes,27/06/2025,No
17140025-232F-4A4B-AAA7,18/06/2025,15/02/2026,60,Local,Small Truck,Yes,No,27/06/2025,Yes
2A98BDC7-8022-4B09-8F9D,21/06/2025,15/11/2025,100,Local,Small Truck,No,Yes,28/06/2025,Yes
F0249148-E312-4A23-9C71,18/06/2025,27/12/2025,60,Interstate,Big Truck,No,No,23/06/2025,No
E14CCB25-0817-4A5B-9A5C,19/06/2025,18/04/2026,60,Interstate,Big Truck,Yes,No,24/06/2025,No
BB8ADB2A-2F78-4B4F-9D0C,19/06/2025,01/11/2026,80,Local,Small Truck,No,No,27/06/2025,No
78368CEC-AA7B-44AD-966D,20/06/2025,24/11/2025,120,Local,Small Truck,Yes,Yes,29/06/2025,Yes
2D919AA1-3DB7-42CC-B407,17/06/2025,21/08/2025,100,Local,Small Truck,No,Yes,27/06/2025,No
AD84B8E1-45DD-41C5-B440,19/06/2025,16/10/2025,80,Intercity,Medium Truck,Yes,No,25/06/2025,No
D5402066-400C-470B-8D14,17/06/2025,28/04/2026,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
EDC4C619-F16D-4504-9407,17/06/2025,25/09/2025,80,Intercity,Medium Truck,Yes,Yes,24/06/2025,No
6AF72C4A-C66E-4B50-9588,21/06/2025,11/06/2026,60,Local,Small Truck,No,Yes,24/06/2025,No
F4B35FDB-49E7-4D87-BC49,21/06/2025,03/05/2027,150,Intercity,Medium Truck,No,Yes,24/06/2025,Yes
87FA3E07-C5DA-4701-A2FA,21/06/2025,07/05/2026,120,Local,Small Truck,No,Yes,27/06/2025,No
9CFCA472-7C70-45B7-868C,20/06/2025,27/03/2027,150,Interstate,Big Truck,No,No,29/06/2025,Yes
53E61E58-7A1E-408B-8180,21/06/2025,21/08/2025,80,Intercity,Medium Truck,Yes,No,29/06/2025,No
1EFC4A4E-BD68-45C4-A5AE,18/06/2025,19/12/2026,80,Local,Small Truck,Yes,No,25/06/2025,No
34973591-E3ED-4A53-A748,15/06/2025,30/12/2025,100,Interstate,Big Truck,No,No,29/06/2025,Yes
3F5267E2-36A4-4868-956A,18/06/2025,28/01/2027,60,Local,Small Truck,No,Yes,23/06/2025,No
D779D802-A67D-4542-9635,17/06/2025,22/04/2027,80,Interstate,Big Truck,No,Yes,29/06/2025,Yes
3F67FA3E-6762-4954-986B,15/06/2025,29/03/2027,150,Interstate,Big Truck,No,Yes,29/06/2025,Yes
263F8F10-BDB2-4BEB-85A0,19/06/2025,05/06/2027,150,Intercity,Medium Truck,No,Yes,26/06/2025,No
890995DF-6A7B-4EFA-A337,19/06/2025,16/05/2027,60,Local,Small Truck,Yes,No,26/06/2025,No
45F2718B-FC01-4DAB-A8A2,17/06/2025,01/02/2027,60,Interstate,Big Truck,No,No,24/06/2025,No
79CD47D1-E4D7-4DB5-B7A7,16/06/2025,18/06/2026,150,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
B6CB0260-D5F7-4157-A302,20/06/2025,15/02/2027,150,Local,Small Truck,No,Yes,24/06/2025,Yes
65364571-B5C3-49FF-96FF,18/06/2025,20/09/2026,150,Interstate,Big Truck,Yes,No,23/06/2025,Yes
1E9300F1-2F4E-48BB-9B21,19/06/2025,04/10/2026,100,Interstate,Big Truck,No,Yes,24/06/2025,Yes
971BDEC5-3689-4A48-A70A,21/06/2025,13/10/2025,80,Intercity,Medium Truck,No,Yes,23/06/2025,Yes
DCA65512-3524-47AA-80C4,17/06/2025,08/03/2027,150,Intercity,Medium Truck,No,Yes,24/06/2025,No
B47C918C-5EF9-4D53-8D64,16/06/2025,23/01/2027,100,Intercity,Medium Truck,Yes,No,23/06/2025,Yes
A4267F4D-97D5-4398-A971,21/06/2025,13/10/2026,120,Local,Small Truck,Yes,Yes,28/06/2025,Yes
1C20B194-1067-4083-AA1D,15/06/2025,08/02/2026,100,Local,Small Truck,Yes,No,25/06/2025,No
4314479B-10AA-4394-A76B,17/06/2025,18/04/2027,120,Local,Small Truck,No,No,26/06/2025,Yes
4CF687D4-AFCB-4C4B-8B11,16/06/2025,26/02/2027,80,Interstate,Big Truck,Yes,No,23/06/2025,No
9AA796A8-C4C6-4B58-9894,17/06/2025,24/07/2026,120,Interstate,Big Truck,Yes,No,28/06/2025,No
0B6830EF-CD25-4954-93A0,18/06/2025,16/05/2027,150,Intercity,Medium Truck,No,No,23/06/2025,Yes
30FBF075-D339-4D6A-A4F7,21/06/2025,14/03/2026,150,Interstate,Big Truck,No,Yes,29/06/2025,No
97C1341C-6831-46EC-BA02,18/06/2025,30/05/2026,80,Local,Small Truck,No,No,26/06/2025,Yes
11F432A5-778D-439B-A6E2,18/06/2025,01/06/2026,150,Interstate,Big Truck,No,Yes,26/06/2025,Yes
326E105F-98A8-4554-AE38,15/06/2025,19/10/2025,120,Intercity,Medium Truck,Yes,Yes,26/06/2025,No
81286069-89B2-431A-964F,16/06/2025,10/03/2027,60,Local,Small Truck,Yes,Yes,25/06/2025,Yes
C9A76C78-84B7-46F4-92BB,16/06/2025,05/02/2026,80,Intercity,Medium Truck,No,No,23/06/2025,Yes
0A2E3F35-BDF8-469C-A254,18/06/2025,23/06/2026,80,Local,Small Truck,No,Yes,27/06/2025,Yes
782E6CC4-9B5E-45F3-898E,16/06/2025,12/10/2026,60,Interstate,Big Truck,Yes,No,23/06/2025,Yes
7E4F696C-897F-4D55-9F64,16/06/2025,25/12/2026,150,Interstate,Big Truck,Yes,No,26/06/2025,No
4D5AA849-BD0C-4872-8E6E,15/06/2025,25/01/2027,120,Interstate,Big Truck,No,Yes,23/06/2025,Yes
60126FD2-E70C-4631-AB88,19/06/2025,07/09/2025,80,Interstate,Big Truck,No,No,24/06/2025,No
73E0D45A-938C-4C1A-AE02,20/06/2025,17/05/2026,120,Interstate,Big Truck,Yes,Yes,26/06/2025,Yes
DB863BE8-5EEF-41F8-A624,19/06/2025,06/11/2026,60,Interstate,Big Truck,Yes,Yes,28/06/2025,Yes
764ABEB4-A41F-4E29-A134,21/06/2025,09/07/2026,80,Interstate,Big Truck,Yes,No,26/06/2025,Yes
36F7940A-BE33-47C2-A70E,21/06/2025,23/02/2027,100,Intercity,Medium Truck,Yes,Yes,27/06/2025,Yes
35765783-8450-45B1-B824,15/06/2025,14/12/2026,80,Interstate,Big Truck,Yes,No,27/06/2025,No
67D8F1C1-E040-45D9-B708,18/06/2025,10/01/2026,60,Intercity,Medium Truck,Yes,Yes,25/06/2025,No
7118F65A-37E8-4B11-8DC5,19/06/2025,23/03/2026,80,Intercity,Medium Truck,No,No,24/06/2025,Yes
343B9A82-E008-4E42-98DB,15/06/2025,11/11/2026,80,Interstate,Big Truck,No,No,24/06/2025,Yes
4DF51F4C-0ED2-4D6D-A303,18/06/2025,25/03/2027,60,Interstate,Big Truck,Yes,Yes,25/06/2025,No
7F727149-1170-4E7C-99AC,17/06/2025,20/08/2026,60,Local,Small Truck,Yes,Yes,29/06/2025,Yes
8F94D085-09D5-4400-B7C6,15/06/2025,22/04/2026,150,Intercity,Medium Truck,No,No,27/06/2025,No
785E8FE9-35C7-4D8D-A2F4,17/06/2025,24/11/2026,80,Local,Small Truck,No,Yes,27/06/2025,Yes
EC51A463-5199-463E-A12E,15/06/2025,07/03/2026,150,Local,Small Truck,Yes,No,27/06/2025,Yes
6EF7AFCF-6ADA-4381-A1DD,21/06/2025,22/05/2026,150,Intercity,Medium Truck,No,No,25/06/2025,Yes
FB1AB193-B053-494F-90CE,17/06/2025,11/06/2027,60,Interstate,Big Truck,Yes,Yes,25/06/2025,Yes
0AE38786-B947-4191-A3EC,21/06/2025,15/09/2025,120,Local,Small Truck,No,Yes,23/06/2025,No
B75A92C2-5543-4C57-8B84,15/06/2025,06/05/2027,150,Local,Small Truck,No,No,25/06/2025,Yes
436A4714-F8F4-49CA-A641,20/06/2025,06/02/2026,100,Intercity,Medium Truck,No,Yes,27/06/2025,Yes
AE15A466-2A95-4CF4-B76D,18/06/2025,06/12/2025,100,Interstate,Big Truck,Yes,No,26/06/2025,Yes
23361C37-E510-45FB-972E,19/06/2025,08/03/2026,80,Local,Small Truck,Yes,No,25/06/2025,No
A7B0DCC5-0E9A-47AD-AE67,21/06/2025,02/06/2026,80,Local,Small Truck,No,No,23/06/2025,No
F8DF3FA3-048C-45D7-AB81,20/06/2025,27/05/2027,120,Intercity,Medium Truck,Yes,Yes,27/06/2025,No
